Country,Actor_1,Actor_2,QH_Category_1,QH_Category_2,Weight
CAN,Perimeter Institute for Theoretical Physics,STDP,Academia,not an actor,1
CAN,Perimeter Institute for Theoretical Physics,Space Technology Development Program,Academia,not an actor,1
CAN,Perimeter Institute for Theoretical Physics,University of Alberta,Academia,Academia,1
CAN,Perimeter Institute for Theoretical Physics,University of Calgary,Academia,Academia,1
CAN,Perimeter Institute for Theoretical Physics,University of Lethbridge,Academia,Academia,1
CAN,Prairies Economic Development Canada,Quantum Committee,Government,not an actor,1
CAN,Prairies Economic Development Canada,STDP,Government,not an actor,1
CAN,Prairies Economic Development Canada,Space Technology Development Program,Government,not an actor,1
CAN,Prairies Economic Development Canada,University of Alberta,Government,Academia,1
CAN,Prairies Economic Development Canada,University of Calgary,Government,Academia,1
CAN,Prairies Economic Development Canada,University of Lethbridge,Government,Academia,1
CAN,PrairiesCan,Public Service Commission of Canada,Government,Government,1
CAN,PrairiesCan,QEYSSat,Government,not an actor,1
CAN,PrairiesCan,Quantum Algorithms Institute,Government,Civil Society,1
CAN,PrairiesCan,Quantum Computing,Government,not an actor,1
CAN,PrairiesCan,Quantum Encryption and Science Satellite,Government,not an actor,1
CAN,PrairiesCan,REGI,Government,not an actor,1
CAN,PrairiesCan,Regional Economic Growth through Innovation program,Government,not an actor,1
CAN,PrairiesCan,SIF,Government,not an actor,1
CAN,PrairiesCan,Standards Council of Canada,Government,Government,1
CAN,PrairiesCan,Strategic Innovation Fund,Government,not an actor,1
CAN,PrairiesCan,The National Quantum Strategy,Government,not an actor,1
CAN,PrairiesCan,WD,Government,Government,1
CAN,PrairiesCan,Western Economic Diversification,Government,Government,1
CAN,PrairiesCan,pillar RESEARCH PILLAR Research,Government,not specified,1
CAN,Public Service Commission of Canada,QEYSSat,Government,not an actor,1
CAN,Public Service Commission of Canada,Quantum Algorithms Institute,Government,Civil Society,1
CAN,Public Service Commission of Canada,Quantum Computing,Government,not an actor,1
CAN,Public Service Commission of Canada,Quantum Encryption and Science Satellite,Government,not an actor,1
CAN,Public Service Commission of Canada,REGI,Government,not an actor,1
CAN,Public Service Commission of Canada,Regional Economic Growth through Innovation program,Government,not an actor,1
CAN,Public Service Commission of Canada,SIF,Government,not an actor,1
CAN,Public Service Commission of Canada,Standards Council of Canada,Government,Government,1
CAN,Public Service Commission of Canada,Strategic Innovation Fund,Government,not an actor,1
CAN,Public Service Commission of Canada,The National Quantum Strategy,Government,not an actor,1
CAN,Public Service Commission of Canada,WD,Government,Government,1
CAN,Public Service Commission of Canada,Western Economic Diversification,Government,Government,1
CAN,Public Service Commission of Canada,pillar RESEARCH PILLAR Research,Government,not specified,1
CAN,QEYSSat,Quantum Algorithms Institute,not an actor,Civil Society,1
CAN,QEYSSat,Quantum Computing,not an actor,not an actor,1
CAN,QEYSSat,Quantum Encryption and Science Satellite,not an actor,not an actor,1
CAN,QEYSSat,REGI,not an actor,not an actor,1
CAN,QEYSSat,Regional Economic Growth through Innovation program,not an actor,not an actor,1
CAN,QEYSSat,SIF,not an actor,not an actor,1
CAN,QEYSSat,Standards Council of Canada,not an actor,Government,1
CAN,QEYSSat,Strategic Innovation Fund,not an actor,not an actor,1
CAN,QEYSSat,The National Quantum Strategy,not an actor,not an actor,1
CAN,QEYSSat,WD,not an actor,Government,1
CAN,QEYSSat,Western Economic Diversification,not an actor,Government,1
CAN,QEYSSat,pillar RESEARCH PILLAR Research,not an actor,not specified,1
CAN,QRDI,Quantum Research and Development Initiative,not an actor,not an actor,1
CAN,Quantum Advisory Council,Quantum Industry Canada,Government,Civil Society,1
CAN,Quantum Advisory Council,Quantum Technologies Competition,Government,not an actor,1
CAN,Quantum Advisory Council,Quantum Valley Ideas Lab,Government,Civil Society,1
CAN,Quantum Advisory Council,Regional Business Network,Government,not specified,1
CAN,Quantum Advisory Council,S&T,Government,not an actor,1
CAN,Quantum Advisory Council,S&T Strategy,Government,not an actor,1
CAN,Quantum Advisory Council,SSHRC,Government,Government,1
CAN,Quantum Advisory Council,Secure Networks Challenge Program,Government,not an actor,1
CAN,Quantum Advisory Council,Sherbrooke Quantum Innovation Zone,Government,Civil Society,1
CAN,Quantum Advisory Council,Social Sciences and Humanities Research Council,Government,Government,1
CAN,Quantum Advisory Council,Statistics Canada,Government,Government,1
CAN,Quantum Advisory Council,Stewart Blusson Quantum Matter Institute,Government,Academia,1
CAN,Quantum Advisory Council,TCS,Government,Government,1
CAN,Quantum Advisory Council,The Department of National Defence and Canadian Armed Forces Quantum Science and Technology (S&T) Strategy,Government,not an actor,1
CAN,Quantum Advisory Council,Trade Commissioner Service,Government,Government,1
CAN,Quantum Advisory Council,Tri-Agency EDI Action Plan,Government,not an actor,1
CAN,Quantum Advisory Council,U.S. National Science Foundation,Government,Government,1
CAN,Quantum Advisory Council,UK Research and Innovation (UKRI),Government,Government,1
CAN,Quantum Advisory Council,UKRI,Government,Government,1
CAN,Quantum Advisory Council,University of Waterloo,Government,Academia,1
CAN,Quantum Advisory Council,Université de Sherbrooke,Government,Academia,1
CAN,Quantum Advisory Council,World Economic Forum,Government,Civil Society,1
CAN,Quantum Advisory Council,Xanadu,Government,Industry,1
CAN,Quantum Algorithms Institute,Quantum Computing,Civil Society,not an actor,1
CAN,Quantum Algorithms Institute,Quantum Encryption and Science Satellite,Civil Society,not an actor,1
CAN,Quantum Algorithms Institute,REGI,Civil Society,not an actor,1
CAN,Quantum Algorithms Institute,Regional Economic Growth through Innovation program,Civil Society,not an actor,1
CAN,Quantum Algorithms Institute,SIF,Civil Society,not an actor,1
CAN,Quantum Algorithms Institute,Standards Council of Canada,Civil Society,Government,1
CAN,Quantum Algorithms Institute,Strategic Innovation Fund,Civil Society,not an actor,1
CAN,Quantum Algorithms Institute,The National Quantum Strategy,Civil Society,not an actor,1
CAN,Quantum Algorithms Institute,WD,Civil Society,Government,1
CAN,Quantum Algorithms Institute,Western Economic Diversification,Civil Society,Government,1
CAN,Quantum Algorithms Institute,pillar RESEARCH PILLAR Research,Civil Society,not specified,1
CAN,Quantum Committee,STDP,not an actor,not an actor,1
CAN,Quantum Committee,Space Technology Development Program,not an actor,not an actor,1
CAN,Quantum Committee,University of Alberta,not an actor,Academia,1
CAN,Quantum Committee,University of Calgary,not an actor,Academia,1
CAN,Quantum Committee,University of Lethbridge,not an actor,Academia,1
CAN,Quantum Computing,Quantum Encryption and Science Satellite,not an actor,not an actor,1
CAN,Quantum Computing,REGI,not an actor,not an actor,1
CAN,Quantum Computing,Regional Economic Growth through Innovation program,not an actor,not an actor,1
CAN,Quantum Computing,SIF,not an actor,not an actor,1
CAN,Quantum Computing,Standards Council of Canada,not an actor,Government,1
CAN,Quantum Computing,Strategic Innovation Fund,not an actor,not an actor,1
CAN,Quantum Computing,The National Quantum Strategy,not an actor,not an actor,1
CAN,Quantum Computing,WD,not an actor,Government,1
CAN,Quantum Computing,Western Economic Diversification,not an actor,Government,1
CAN,Quantum Computing,pillar RESEARCH PILLAR Research,not an actor,not specified,1
CAN,Quantum Encryption and Science Satellite,REGI,not an actor,not an actor,1
CAN,Quantum Encryption and Science Satellite,Regional Economic Growth through Innovation program,not an actor,not an actor,1
CAN,Quantum Encryption and Science Satellite,SIF,not an actor,not an actor,1
CAN,Quantum Encryption and Science Satellite,Standards Council of Canada,not an actor,Government,1
CAN,Quantum Encryption and Science Satellite,Strategic Innovation Fund,not an actor,not an actor,1
CAN,Quantum Encryption and Science Satellite,The National Quantum Strategy,not an actor,not an actor,1
CAN,Quantum Encryption and Science Satellite,WD,not an actor,Government,1
CAN,Quantum Encryption and Science Satellite,Western Economic Diversification,not an actor,Government,1
CAN,Quantum Encryption and Science Satellite,pillar RESEARCH PILLAR Research,not an actor,not specified,1
CAN,Quantum Industry Canada,Quantum Technologies Competition,Civil Society,not an actor,1
CAN,Quantum Industry Canada,Quantum Valley Ideas Lab,Civil Society,Civil Society,1
CAN,Quantum Industry Canada,Regional Business Network,Civil Society,not specified,1
CAN,Quantum Industry Canada,S&T,Civil Society,not an actor,1
CAN,Quantum Industry Canada,S&T Strategy,Civil Society,not an actor,1
CAN,Quantum Industry Canada,SSHRC,Civil Society,Government,1
CAN,Quantum Industry Canada,Secure Networks Challenge Program,Civil Society,not an actor,1
CAN,Quantum Industry Canada,Sherbrooke Quantum Innovation Zone,Civil Society,Civil Society,1
CAN,Quantum Industry Canada,Social Sciences and Humanities Research Council,Civil Society,Government,1
CAN,Quantum Industry Canada,Statistics Canada,Civil Society,Government,1
CAN,Quantum Industry Canada,Stewart Blusson Quantum Matter Institute,Civil Society,Academia,1
CAN,Quantum Industry Canada,TCS,Civil Society,Government,1
CAN,Quantum Industry Canada,The Department of National Defence and Canadian Armed Forces Quantum Science and Technology (S&T) Strategy,Civil Society,not an actor,1
CAN,Quantum Industry Canada,Trade Commissioner Service,Civil Society,Government,1
CAN,Quantum Industry Canada,Tri-Agency EDI Action Plan,Civil Society,not an actor,1
CAN,Quantum Industry Canada,U.S. National Science Foundation,Civil Society,Government,1
CAN,Quantum Industry Canada,UK Research and Innovation (UKRI),Civil Society,Government,1
CAN,Quantum Industry Canada,UKRI,Civil Society,Government,1
CAN,Quantum Industry Canada,University of Waterloo,Civil Society,Academia,1
CAN,Quantum Industry Canada,Université de Sherbrooke,Civil Society,Academia,1
CAN,Quantum Industry Canada,World Economic Forum,Civil Society,Civil Society,1
CAN,Quantum Industry Canada,Xanadu,Civil Society,Industry,1
CAN,Quantum Technologies Competition,Quantum Valley Ideas Lab,not an actor,Civil Society,1
CAN,Quantum Technologies Competition,Regional Business Network,not an actor,not specified,1
CAN,Quantum Technologies Competition,S&T,not an actor,not an actor,1
CAN,Quantum Technologies Competition,S&T Strategy,not an actor,not an actor,1
CAN,Quantum Technologies Competition,SSHRC,not an actor,Government,1
CAN,Quantum Technologies Competition,Secure Networks Challenge Program,not an actor,not an actor,1
CAN,Quantum Technologies Competition,Sherbrooke Quantum Innovation Zone,not an actor,Civil Society,1
CAN,Quantum Technologies Competition,Social Sciences and Humanities Research Council,not an actor,Government,1
CAN,Quantum Technologies Competition,Statistics Canada,not an actor,Government,1
CAN,Quantum Technologies Competition,Stewart Blusson Quantum Matter Institute,not an actor,Academia,1
CAN,Quantum Technologies Competition,TCS,not an actor,Government,1
CAN,Quantum Technologies Competition,The Department of National Defence and Canadian Armed Forces Quantum Science and Technology (S&T) Strategy,not an actor,not an actor,1
CAN,Quantum Technologies Competition,Trade Commissioner Service,not an actor,Government,1
CAN,Quantum Technologies Competition,Tri-Agency EDI Action Plan,not an actor,not an actor,1
CAN,Quantum Technologies Competition,U.S. National Science Foundation,not an actor,Government,1
CAN,Quantum Technologies Competition,UK Research and Innovation (UKRI),not an actor,Government,1
CAN,Quantum Technologies Competition,UKRI,not an actor,Government,1
CAN,Quantum Technologies Competition,University of Waterloo,not an actor,Academia,1
CAN,Quantum Technologies Competition,Université de Sherbrooke,not an actor,Academia,1
CAN,Quantum Technologies Competition,World Economic Forum,not an actor,Civil Society,1
CAN,Quantum Technologies Competition,Xanadu,not an actor,Industry,1
CAN,Quantum Valley Ideas Lab,Regional Business Network,Civil Society,not specified,1
CAN,Quantum Valley Ideas Lab,S&T,Civil Society,not an actor,1
CAN,Quantum Valley Ideas Lab,S&T Strategy,Civil Society,not an actor,1
CAN,Quantum Valley Ideas Lab,SSHRC,Civil Society,Government,1
CAN,Quantum Valley Ideas Lab,Secure Networks Challenge Program,Civil Society,not an actor,1
CAN,Quantum Valley Ideas Lab,Sherbrooke Quantum Innovation Zone,Civil Society,Civil Society,1
CAN,Quantum Valley Ideas Lab,Social Sciences and Humanities Research Council,Civil Society,Government,1
CAN,Quantum Valley Ideas Lab,Statistics Canada,Civil Society,Government,1
CAN,Quantum Valley Ideas Lab,Stewart Blusson Quantum Matter Institute,Civil Society,Academia,1
CAN,Quantum Valley Ideas Lab,TCS,Civil Society,Government,1
CAN,Quantum Valley Ideas Lab,The Department of National Defence and Canadian Armed Forces Quantum Science and Technology (S&T) Strategy,Civil Society,not an actor,1
CAN,Quantum Valley Ideas Lab,Trade Commissioner Service,Civil Society,Government,1
CAN,Quantum Valley Ideas Lab,Tri-Agency EDI Action Plan,Civil Society,not an actor,1
CAN,Quantum Valley Ideas Lab,U.S. National Science Foundation,Civil Society,Government,1
CAN,Quantum Valley Ideas Lab,UK Research and Innovation (UKRI),Civil Society,Government,1
CAN,Quantum Valley Ideas Lab,UKRI,Civil Society,Government,1
CAN,Quantum Valley Ideas Lab,University of Waterloo,Civil Society,Academia,1
